features_id,bedrooms,squareFootage,features,bathrooms,lotSize
239,3.0,1816.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle', 'roomCount': 8}",1.5,0.0
240,3.0,1260.0,"{'architectureType': 'Townhouse', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt'}",2.0,32670.0
241,0.0,0.0,Unknown,0.0,2265120.0
242,0.0,0.0,{},0.0,11371.0
243,3.0,2258.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Wood', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt'}",3.0,0.0
244,3.0,1371.0,Unknown,2.0,6534.0
245,0.0,1844.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood Shingle', 'fireplace': True, 'fireplaceType': '1 Story Brick Chimney', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Radiant', 'roofType': 'Composition Shingle', 'unitCount': 1}",1.5,8580.0
246,2.0,1146.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Evaporative Cooler', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached Garage', 'heating': True, 'heatingType': 'Floor / Wall', 'roofType': 'Built-up', 'roomCount': 5, 'unitCount': 1}",1.0,12600.0
247,1.0,990.0,"{'architectureType': 'Condo / Apartment', 'unitCount': 1}",2.0,0.0
248,0.0,3016.0,"{'floorCount': 1, 'roomCount': 1, 'unitCount': 1}",0.0,109336.0
249,0.0,832.0,"{'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Raised'}",1.0,4008.0
250,4.0,3857.0,{},3.0,49266.0
251,3.0,2014.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,11042.0
252,3.0,1315.0,"{'cooling': True, 'coolingType': 'Package', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,6600.0
253,0.0,1148.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,22047333.0
254,4.0,3654.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 3, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Tile', 'unitCount': 1}",4.0,17990.0
255,4.0,2588.0,"{'architectureType': 'Traditional', 'exteriorType': 'Wood', 'floorCount': 2, 'garage': True, 'garageSpaces': 3, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Electric', 'roomCount': 9, 'unitCount': 1}",2.0,30928.0
256,4.0,3725.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 8, 'unitCount': 1}",4.5,43360.0
257,3.0,972.0,"{'architectureType': 'Ranch', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 5, 'unitCount': 1}",1.0,4800.0
258,3.0,1628.0,"{'architectureType': 'Conventional', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'roomCount': 5}",2.0,17102.0
259,2.0,1590.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'heating': True, 'heatingType': 'Central', 'roomCount': 5, 'unitCount': 1}",3.0,915.0
260,2.0,1283.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Other', 'roomCount': 6, 'unitCount': 1}",2.0,5018.0
261,1.0,570.0,"{'architectureType': 'Condo / Apartment', 'unitCount': 1}",1.0,10023.0
262,0.0,1110.0,"{'cooling': True, 'coolingType': 'Package', 'floorCount': 2, 'foundationType': 'Footing', 'heating': True, 'roofType': 'Composition Shingle', 'unitCount': 1}",0.0,436.0
263,3.0,2014.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Footing', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Shingle', 'unitCount': 1}",3.0,7379.0
264,6.0,3942.0,Unknown,3.0,14375.0
265,0.0,4503.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}",4.5,16599.0
266,0.0,1600.0,{'floorCount': 2},0.0,4904.0
267,3.0,984.0,"{'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Floor / Wall', 'roofType': 'Composition Shingle', 'unitCount': 1}",1.0,6595.0
268,0.0,441.0,{'unitCount': 1},1.0,8888.0
269,1.0,858.0,{},1.0,0.0
270,0.0,2795.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Siding', 'floorCount': 2, 'foundationType': 'Block with Runner', 'heating': True, 'heatingType': 'Central', 'roofType': 'Metal', 'unitCount': 1}",2.0,63000.0
271,4.0,1456.0,"{'architectureType': 'Bungalow', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'roofType': 'Wood Shingle', 'unitCount': 1}",2.0,5000.0
272,3.0,1430.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Tile', 'unitCount': 1}",2.0,7405.0
273,6.0,2880.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'heating': True, 'heatingType': 'Central', 'roomCount': 12, 'unitCount': 2}",3.0,9583.0
274,3.0,2575.0,"{'architectureType': 'Contemporary', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Combination', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}",2.5,9017.0
275,3.0,1740.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,121968.0
276,3.0,1912.0,"{'architectureType': 'Contemporary', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Asbestos Shingle', 'floorCount': 1, 'foundationType': 'Slab', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}",2.0,13983.0
277,4.0,4218.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'OTHER', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 8, 'unitCount': 1}",4.0,38333.0
278,3.0,750.0,"{'architectureType': 'Conventional', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Masonry', 'heating': True, 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1, 'cooling': True, 'coolingType': 'Window', 'heatingType': 'Baseboard'}",1.0,8276.0
279,3.0,1602.0,{},2.0,10454.0
280,0.0,880.0,"{'architectureType': 'Mobile Home', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Other', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'roofType': 'Other', 'unitCount': 1}",1.0,4050.0
281,6.0,2568.0,Unknown,2.5,0.0
282,3.0,1176.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'OTHER', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Shingle', 'unitCount': 1}",2.0,9148.0
283,3.0,1332.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 1}",1.0,15682.0
284,3.0,3961.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 3, 'garageType': 'Attached', 'heating': True, 'roomCount': 7, 'unitCount': 1}",2.5,0.0
285,0.0,1140.0,"{'garage': True, 'garageType': 'Detached'}",0.0,13504.0
286,0.0,2251.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",0.0,18295.0
287,0.0,1362.0,Unknown,2.0,0.0
288,3.0,1216.0,"{'architectureType': 'Ranch / Rambler', 'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Heat Pump', 'roomCount': 4, 'unitCount': 1}",1.0,90431.0
289,3.0,2633.0,"{'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'OTHER', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Wood Shingle', 'unitCount': 1}",2.0,33025.0
290,3.0,1754.0,"{'architectureType': 'Ranch', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Hot Water', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}",2.0,15682.0
291,0.0,0.0,Unknown,0.0,1595167.0
292,4.0,2990.0,"{'floorCount': 3, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'roomCount': 8}",5.0,2051.0
293,2.0,1036.0,"{'architectureType': 'Townhouse', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 2, 'foundationType': 'Concrete', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",1.5,1274.0
294,5.0,2273.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 3}",4.0,5500.0
295,3.0,1250.0,{'unitCount': 1},1.0,2500.0
296,3.0,1200.0,"{'architectureType': 'Townhouse', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'unitCount': 1}",1.5,1500.0
297,4.0,3090.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'unitCount': 1}",2.5,25178.0
298,3.0,1540.0,"{'architectureType': 'Ranch', 'cooling': True, 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Hot Water', 'roofType': 'Composition Shingle', 'roomCount': 6}",2.5,8400.0
299,3.0,1614.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 1}",2.0,24154.0
300,3.0,1642.0,Unknown,2.0,0.0
301,4.0,2032.0,Unknown,2.0,0.0
302,3.0,1380.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 3, 'unitCount': 1}",2.0,40729.0
303,0.0,1933.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Footing', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,5663.0
304,5.0,1988.0,"{'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Electric', 'roomCount': 10}",3.0,10106.0
305,4.0,3174.0,"{'garage': True, 'garageType': 'Garage'}",3.5,6718.0
306,3.0,1756.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",2.0,8185.0
307,4.0,1687.0,Unknown,3.0,0.0
308,3.0,1850.0,{},2.0,0.0
309,3.0,2578.0,"{'cooling': True, 'coolingType': 'Central', 'heating': True, 'heatingType': 'Solar', 'unitCount': 1}",3.0,3866.0
310,4.0,2585.0,"{'architectureType': 'Colonial', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': '2 Story', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'poolType': 'Pool, Plastic w/ Vinyl Lining', 'unitCount': 1}",3.0,25657.0
311,4.0,2200.0,Unknown,2.5,0.0
312,0.0,459.0,Unknown,1.0,0.0
313,0.0,2692.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': '2 Story', 'floorCount': 1, 'foundationType': 'Slab', 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1}",3.0,13155.0
314,3.0,1652.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Basement', 'heating': True, 'roomCount': 7, 'unitCount': 1}",2.0,9496.0
315,0.0,1168.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Footing', 'heating': True, 'roofType': 'Composition Shingle', 'unitCount': 1}",1.0,9600.0
316,0.0,2512.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Concrete Tile', 'roomCount': 10, 'unitCount': 1}",3.0,9103.0
317,0.0,720.0,"{'cooling': True, 'coolingType': 'Window', 'exteriorType': 'Wood Frame'}",0.0,11326.0
318,4.0,3064.0,Unknown,1.5,0.0
319,0.0,1271.0,"{'exteriorType': 'Wood', 'fireplace': True, 'foundationType': 'Retaining Wall', 'heating': True, 'roofType': 'Shingle (Not Wood)', 'unitCount': 1}",0.0,6850.0
320,0.0,3434.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1}",3.5,4692.0
321,4.0,748.0,"{'architectureType': 'Single Story', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,5400.0
322,3.0,1544.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Built-up (Layered Asphalt)', 'unitCount': 1}",2.0,9200.0
323,5.0,2909.0,"{'exteriorType': 'Stucco', 'floorCount': 2}",4.5,7225.0
324,3.0,1568.0,"{'architectureType': 'Traditional', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air'}",1.0,9148.0
325,4.0,1408.0,"{'architectureType': 'Colonial', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}",2.0,5200.0
326,0.0,1283.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'Pier / Post & Beam', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle', 'roomCount': 7, 'unitCount': 5}",1.5,0.0
327,3.0,1176.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,6122.0
328,2.0,900.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Composition', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1}",1.0,1025.0
329,4.0,1620.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Composition', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Detached Garage', 'heating': True, 'heatingType': 'Hot Water'}",2.0,3049.0
330,5.0,2020.0,Unknown,2.0,0.0
331,2.0,1092.0,Unknown,1.0,0.0
332,0.0,0.0,Unknown,0.0,9714.0
333,0.0,3494.0,"{'exteriorType': 'Brick', 'floorCount': 2, 'garage': True, 'garageSpaces': 3, 'garageType': 'Attached', 'unitCount': 1}",0.0,217800.0
334,3.0,1628.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,4725.0
335,3.0,1964.0,"{'architectureType': 'Condo / Apartment', 'unitCount': 1}",2.0,0.0
336,3.0,952.0,"{'exteriorType': 'Wood Siding', 'floorCount': 1, 'foundationType': 'Crawl / Raised', 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",1.0,7841.0
337,3.0,1450.0,Unknown,2.5,726.0
338,4.0,3100.0,{'floorCount': 2},2.0,6708.0
339,3.0,1239.0,"{'architectureType': 'Other', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'Block', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Asphalt', 'unitCount': 1}",2.0,10000.0
340,3.0,1457.0,"{'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'roomCount': 7, 'unitCount': 1, 'cooling': True, 'coolingType': 'Central'}",2.0,2465.0
341,3.0,2454.0,"{'architectureType': 'Cape Cod', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 1}",3.5,6534.0
342,3.0,2961.0,Unknown,2.5,0.0
343,1.0,704.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roomCount': 4, 'unitCount': 1}",1.0,0.0
344,0.0,972.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'floorCount': 1, 'foundationType': 'Block with Runner', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1, 'viewType': 'Average'}",2.0,2375.0
345,2.0,1260.0,"{'architectureType': 'Cape Cod', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Underground / Basement', 'heating': True, 'heatingType': 'Hot Water', 'roomCount': 5, 'unitCount': 1}",1.0,8276.0
346,2.0,1147.0,Unknown,2.0,0.0
347,2.0,880.0,Unknown,2.0,0.0
348,3.0,1564.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,9300.0
349,0.0,1284.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt'}",2.0,6970.0
350,0.0,1784.0,"{'exteriorType': 'Brick', 'floorCount': 2, 'viewType': 'Average'}",0.0,1501.0
351,1.0,818.0,Unknown,1.0,0.0
352,3.0,3275.0,"{'architectureType': 'Contemporary', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached Garage', 'heating': True, 'heatingType': 'Heat Pump', 'pool': True, 'roomCount': 8, 'unitCount': 1}",4.0,96877.0
353,12.0,6960.0,{},12.0,0.0
354,2.0,990.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",2.0,0.0
355,3.0,1266.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,8050.0
356,3.0,1144.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Vinyl', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle', 'unitCount': 1}",2.0,3750.0
357,3.0,1237.0,"{'architectureType': 'A-Frame', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 3, 'foundationType': 'OTHER', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle', 'roomCount': 8, 'unitCount': 1}",2.0,1568.0
358,3.0,1972.0,Unknown,2.5,5789.0
359,3.0,1308.0,Unknown,1.5,1400.0
360,0.0,2978.0,"{'floorCount': 2, 'garage': True, 'garageType': 'Attached'}",0.0,8233.0
361,0.0,1687.0,"{'architectureType': 'Ranch / Rambler', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Concrete', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle (Not Wood)', 'roomCount': 7, 'unitCount': 1}",2.0,10000.0
362,3.0,1030.0,Unknown,2.0,6000.0
363,3.0,2000.0,Unknown,2.0,0.0
364,2.0,840.0,{},1.0,0.0
365,2.0,1030.0,"{'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'roofType': 'Composition Shingle', 'unitCount': 1, 'cooling': True, 'coolingType': 'Central', 'heatingType': 'Central'}",1.0,37026.0
366,0.0,884.0,"{'architectureType': 'Multi-Unit Building', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Pier / Post & Beam', 'heating': True, 'roofType': 'Shingle', 'unitCount': 1}",3.0,6000.0
367,0.0,1075.0,{'unitCount': 1},1.0,6461.0
368,2.0,1033.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'roomCount': 4, 'unitCount': 1}",1.0,0.0
369,2.0,1188.0,"{'exteriorType': 'Other', 'floorCount': 2, 'roomCount': 4, 'unitCount': 1}",2.0,0.0
370,3.0,1896.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Commercial', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Radiant', 'roofType': 'Shingle', 'roomCount': 7, 'unitCount': 1}",2.5,14224.0
371,0.0,1340.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Pier', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",1.0,5663.0
372,0.0,0.0,Unknown,0.0,11326.0
